Dest,Origin,TaxiIn,TaxiOut
LGA,TYS,5.0,15.0
LGB,AUS,3.75,12.25
LGB,BOS,4.5,21.833333333333332
LGB,FLL,3.3333333333333335,16.333333333333332
LGB,JFK,5.5,22.0
LGB,LAS,4.0,15.0
LGB,OAK,3.6,11.028571428571428
LGB,PDX,3.625,11.375
LGB,RNO,3.0,8.0
LGB,SEA,4.833333333333333,13.833333333333334
LGB,SFO,4.625,15.3125
LGB,SJC,4.875,14.5
LGB,SLC,4.25,12.5
LGB,SMF,4.0,10.375
LIH,DEN,5.714285714285714,16.571428571428573
LIH,HNL,5.7164179104477615,14.880597014925373
LIH,KOA,6.2,11.6
LIH,LAX,4.875,18.75
LIH,OAK,3.6666666666666665,15.333333333333334
LIH,OGG,6.166666666666667,9.083333333333334
LIH,PDX,5.0,13.0
LIH,SAN,5.0,29.0
LIH,SEA,5.333333333333333,20.333333333333332
LIH,SFO,4.857142857142857,19.428571428571427
LIH,SJC,4.75,13.25
LIT,ATL,3.875,15.75
LIT,DAL,3.0,11.444444444444445
LIT,DEN,7.076923076923077,20.384615384615383
LIT,DTW,5.0,21.0
LIT,IAH,6.285714285714286,18.857142857142858
LIT,LAS,3.0,13.875
LIT,ORD,8.25,19.25
LIT,PHX,3.0,20.0
LIT,STL,2.8,8.2
LNK,DEN,4.142857142857143,19.0
LNK,MSP,4.666666666666667,24.0
LNK,ORD,3.888888888888889,21.333333333333332
LRD,IAH,4.75,17.625
LSE,MSP,3.3333333333333335,20.666666666666668
LWS,BOI,5.5,11.0
LWS,SEA,5.0,11.0
LWS,SLC,3.0,23.0
MAF,DAL,2.75,11.15
MAF,DEN,4.5,17.333333333333332
MAF,HOU,3.111111111111111,12.555555555555555
MAF,IAH,5.476190476190476,16.952380952380953
MAF,LAS,2.25,17.0
MBS,DTW,4.0,18.0
MBS,ORD,4.0,20.0
MCI,ABQ,3.0,10.833333333333334
MCI,ATL,4.310344827586207,14.10344827586207
MCI,AUS,3.0,9.666666666666666
MCI,AZA,7.0,14.0
MCI,BNA,4.411764705882353,11.411764705882353
MCI,BOS,4.5,21.5
MCI,BWI,4.166666666666667,14.166666666666666
MCI,CVG,6.0,31.0
MCI,DAL,4.25,10.392857142857142
MCI,DCA,5.125,13.0
MCI,DEN,4.3,13.25
MCI,DTW,4.125,15.5
MCI,EWR,6.6,17.8
MCI,FLL,4.75,22.25
MCI,HOU,4.333333333333333,11.333333333333334
MCI,IAD,4.5,18.0
MCI,IAH,5.176470588235294,14.647058823529411
MCI,IND,4.285714285714286,10.714285714285714
MCI,LAS,4.571428571428571,12.523809523809524
MCI,LAX,5.0,13.181818181818182
MCI,LGA,5.666666666666667,21.0
MCI,MCO,5.0,12.11111111111111
MCI,MDW,4.0,10.04
MCI,MKE,4.625,13.375
MCI,MSP,5.769230769230769,16.23076923076923
MCI,MSY,4.333333333333333,7.333333333333333
MCI,OAK,3.6666666666666665,11.0
MCI,ORD,4.0625,18.3125
MCI,PDX,5.0,11.0
MCI,PGD,9.0,10.5
MCI,PHL,7.0,24.0
MCI,PHX,5.090909090909091,12.636363636363637
MCI,PIE,5.5,11.5
MCI,RSW,5.333333333333333,11.666666666666666
MCI,SAN,5.5,14.833333333333334
MCI,SAT,5.4,7.6
MCI,SEA,4.666666666666667,18.833333333333332
MCI,SFB,6.666666666666667,14.333333333333334
MCI,SFO,6.888888888888889,21.333333333333332
MCI,SLC,6.5,16.0
MCI,STL,5.0,9.0
MCI,TPA,4.428571428571429,14.714285714285714
MCO,ACY,11.5,10.25
MCO,ALB,7.0,10.153846153846153
MCO,ATL,8.321428571428571,14.232142857142858
MCO,AUS,6.076923076923077,13.538461538461538
MCO,BDL,8.823529411764707,12.058823529411764
MCO,BHM,7.2,9.4
MCO,BNA,7.2727272727272725,10.636363636363637
MCO,BOS,8.166666666666666,17.13888888888889
MCO,BQN,7.5,11.0
MCO,BUF,8.153846153846153,10.846153846153847
MCO,BWI,6.605263157894737,13.421052631578947
MCO,CAK,10.5,9.0
MCO,CLE,10.0,18.5
MCO,CLT,11.0,19.0
MCO,CMH,7.294117647058823,10.764705882352942
MCO,COS,9.333333333333334,12.0
MCO,CVG,7.6,11.6
MCO,DAL,8.117647058823529,12.058823529411764
MCO,DCA,9.117647058823529,15.352941176470589
MCO,DEN,6.722222222222222,13.555555555555555
MCO,DFW,9.8,14.6
MCO,DSM,13.0,10.0
MCO,DTW,9.0,12.470588235294118
MCO,EWR,8.307692307692308,17.53846153846154
MCO,FLL,7.28,14.84
MCO,GRR,9.142857142857142,17.142857142857142
MCO,HOU,7.2105263157894735,11.473684210526315
MCO,HPN,10.375,12.375
MCO,IAD,8.166666666666666,13.777777777777779
MCO,IAH,7.2727272727272725,14.363636363636363
MCO,IND,7.4,11.96
MCO,ISP,6.761904761904762,10.571428571428571
MCO,JFK,8.95,21.85
MCO,LAS,7.0,14.0
MCO,LAX,8.814814814814815,20.444444444444443
MCO,LBE,9.0,10.5
MCO,LGA,9.416666666666666,20.833333333333332
MCO,MCI,7.153846153846154,10.076923076923077
MCO,MDW,7.0,10.80952380952381
MCO,MEM,8.375,10.625
MCO,MHT,8.166666666666666,10.0
MCO,MIA,8.0,19.0
MCO,MKE,7.0,12.588235294117647
MCO,MSN,8.0,14.0
MCO,MSP,9.545454545454545,16.454545454545453
MCO,MSY,8.11111111111111,8.38888888888889
MCO,OKC,5.0,12.0
MCO,OMA,5.5,9.0
MCO,ORD,6.304347826086956,18.130434782608695
MCO,ORF,5.25,18.0
MCO,ORH,12.5,12.75
MCO,PDX,6.0,14.0
MCO,PHL,7.866666666666666,15.533333333333333
MCO,PHX,7.714285714285714,12.928571428571429
MCO,PIT,6.739130434782608,12.434782608695652
MCO,PSE,5.625,10.875
MCO,PVD,7.9411764705882355,11.294117647058824
MCO,RDU,6.636363636363637,10.272727272727273
MCO,RIC,7.0,10.8
MCO,ROC,4.0,7.333333333333333
MCO,SAN,8.5,13.375
MCO,SAT,8.666666666666666,11.0
MCO,SDF,7.5,10.25
MCO,SEA,6.333333333333333,22.666666666666668
MCO,SFO,8.3125,20.375
MCO,SJU,6.642857142857143,12.607142857142858
MCO,SLC,8.3,15.3
MCO,STL,7.529411764705882,9.117647058823529
MCO,SWF,8.0,12.75
MCO,TTN,9.142857142857142,16.285714285714285
MCO,TYS,8.0,10.0
MDT,ATL,4.0,13.0
MDT,DTW,4.666666666666667,22.333333333333332
MDT,IAD,3.75,18.166666666666668
MDT,ORD,3.857142857142857,15.428571428571429
MDT,PGD,4.0,10.0
MDT,PIE,10.0,11.0
MDT,SFB,7.0,11.0
MDW,ABQ,2.5,13.75
MDW,ALB,5.0,9.0
MDW,ATL,5.228571428571429,11.885714285714286
MDW,AUS,4.0,12.090909090909092
MDW,BDL,5.0,11.125
MDW,BHM,3.857142857142857,7.714285714285714
MDW,BNA,4.65,10.9
MDW,BOS,4.777777777777778,16.22222222222222
MDW,BUF,4.625,16.0
MDW,BWI,4.375,12.9375
MDW,CHS,3.5,8.666666666666666
MDW,CLE,3.6363636363636362,13.090909090909092
MDW,CLT,4.75,16.25
MDW,CMH,5.0625,12.4375
MDW,CVG,4.0,12.333333333333334
MDW,DAL,4.045454545454546,10.727272727272727
MDW,DCA,4.705882352941177,14.470588235294118
MDW,DEN,4.5,12.933333333333334
MDW,DTW,4.7,11.65
MDW,EWR,4.277777777777778,17.27777777777778
MDW,FLL,5.0588235294117645,13.529411764705882
MDW,FNT,4.0,11.666666666666666
MDW,GRR,5.769230769230769,14.461538461538462
MDW,HOU,4.695652173913044,11.869565217391305
MDW,IND,4.923076923076923,11.384615384615385
MDW,JAX,3.25,10.5
MDW,LAS,4.416666666666667,13.541666666666666
MDW,LAX,4.4,12.05
MDW,LGA,3.875,16.6875
MDW,MCI,4.130434782608695,9.73913043478261
MDW,MCO,4.423076923076923,12.538461538461538
MDW,MEM,6.0,14.75
MDW,MHT,3.0,9.2
MDW,MSP,5.166666666666667,16.61111111111111
MDW,MSY,5.111111111111111,8.555555555555555
MDW,OAK,4.0,11.0
MDW,OKC,3.0,9.5
MDW,OMA,4.5,13.3
MDW,ONT,5.0,8.0
MDW,ORF,3.7777777777777777,10.333333333333334
MDW,PDX,2.857142857142857,10.0
MDW,PHL,5.0,15.117647058823529
MDW,PHX,4.0,10.666666666666666
MDW,PIT,3.8,13.3
MDW,PVD,4.5,11.4
MDW,RDU,4.625,11.0
MDW,RNO,3.6666666666666665,8.0
MDW,RSW,5.0,10.928571428571429
MDW,SAN,4.928571428571429,13.142857142857142
MDW,SAT,4.0,8.642857142857142
MDW,SDF,5.25,14.25
MDW,SEA,5.0,11.0
MDW,SFO,5.0,20.666666666666668
MDW,SJC,4.75,10.0
MDW,SLC,4.2,12.0
MDW,SMF,4.5,10.333333333333334
MDW,STL,4.368421052631579,8.31578947368421
MDW,TPA,4.3076923076923075,11.038461538461538
MDW,TUS,5.333333333333333,8.833333333333334
MEM,ATL,3.7142857142857144,12.285714285714286
MEM,DAL,3.8333333333333335,15.333333333333334
MEM,DEN,6.4,15.8
MEM,DTW,3.0,31.0
MEM,EWR,6.857142857142857,23.571428571428573
MEM,HOU,3.875,11.375
MEM,IAH,5.444444444444445,17.11111111111111
MEM,LAS,8.666666666666666,18.666666666666668
MEM,LAX,7.0,14.666666666666666
MEM,LGA,5.0,29.333333333333332
MEM,MCO,4.2,10.0
MEM,MDW,3.4444444444444446,11.222222222222221
MEM,MSP,7.4,15.6
MEM,ORD,4.8,19.1
MEM,PIE,6.0,9.5
MEM,SFB,6.0,13.0
MEM,TPA,4.666666666666667,10.0
MFE,IAH,3.8823529411764706,16.705882352941178
MFE,LAS,5.333333333333333,16.666666666666668
MFR,DEN,4.428571428571429,22.428571428571427
MFR,LAS,7.0,15.0
MFR,LAX,7.0,19.25
MFR,PDX,3.769230769230769,10.615384615384615
MFR,SEA,3.3,13.5
MFR,SFO,3.5625,24.0625
MFR,SLC,3.0,15.666666666666666
MGM,ATL,4.153846153846154,18.615384615384617
MHT,ATL,6.0,13.0
MHT,BWI,3.3846153846153846,13.538461538461538
MHT,DTW,6.333333333333333,19.333333333333332
MHT,EWR,6.333333333333333,19.166666666666668
MHT,LGA,5.333333333333333,20.666666666666668
MHT,MCO,3.6153846153846154,11.153846153846153
MHT,MDW,3.3333333333333335,9.5
MHT,TPA,2.75,13.75
MIA,ATL,7.923076923076923,16.923076923076923
MIA,DEN,6.444444444444445,14.222222222222221
MIA,DTW,4.666666666666667,15.0
MIA,EWR,4.7,17.7
MIA,IAH,5.647058823529412,21.58823529411765
MIA,ISP,9.0,13.0
MIA,JFK,5.333333333333333,24.333333333333332
MIA,LAS,8.25,12.5
MIA,LAX,7.0,12.0
MIA,LGA,7.666666666666667,18.133333333333333
MIA,MCO,4.0,19.0
MIA,MKE,6.5,14.5
MIA,MSP,3.3333333333333335,13.0
MIA,ORD,6.0,20.5
MIA,PHL,11.5,21.5
MIA,PVD,14.0,20.0
MIA,SFO,4.25,26.75
MIA,SJU,12.0,14.0
MIA,TTN,5.0,11.0
MKE,ATL,4.0,12.636363636363637
MKE,BNA,4.714285714285714,10.428571428571429
MKE,BOS,3.0,23.0
MKE,BWI,3.4,13.8
MKE,CLE,4.833333333333333,12.916666666666666
MKE,CVG,3.0,17.0
MKE,DAL,13.0,7.0
MKE,DCA,3.2,16.0
MKE,DEN,4.095238095238095,13.380952380952381
MKE,DTW,4.0,16.25
MKE,EWR,6.153846153846154,20.384615384615383
MKE,FLL,5.0,14.6
MKE,IAH,9.0,15.333333333333334
MKE,LAS,5.714285714285714,11.428571428571429
MKE,LAX,3.4,16.0
MKE,LGA,5.285714285714286,23.857142857142858
MKE,MCI,2.75,13.5
MKE,MCO,4.55,11.85
MKE,MIA,10.0,18.333333333333332
MKE,MSP,5.25,25.5
MKE,ORD,5.875,18.583333333333332
MKE,PGD,7.0,12.5
MKE,PHL,5.0,15.0
MKE,PHX,5.266666666666667,13.933333333333334
MKE,PIE,7.0,17.0
MKE,RSW,4.666666666666667,13.0
MKE,SEA,4.333333333333333,16.333333333333332
MKE,STL,3.5555555555555554,10.666666666666666
MKE,TPA,4.0,13.714285714285714
MKG,ORD,4.2,22.8
MLB,ATL,4.0,12.4
MLI,ATL,4.25,18.5
MLI,AZA,6.0,10.0
MLI,MSP,5.0,27.0
MLI,ORD,4.285714285714286,19.214285714285715
MLI,PGD,7.25,10.5
MLI,PIE,6.0,11.333333333333334
MLI,SFB,5.0,17.0
MLU,ATL,5.4,19.4
MLU,IAH,5.666666666666667,18.0
MMH,LAX,3.0,20.0
MMH,SAN,2.5,12.5
MMH,SFO,3.5,23.0
MOB,ATL,4.4,18.8
MOB,IAH,4.5625,17.375
MOB,ORD,5.0,15.0
MOT,AZA,7.666666666666667,12.0
MOT,DEN,4.5,20.666666666666668
MOT,LAS,7.0,18.333333333333332
MOT,MSP,4.857142857142857,20.285714285714285
MQT,MSP,4.0,14.0
MRY,LAS,5.0,14.0
MRY,LAX,3.6923076923076925,23.076923076923077
MRY,SAN,4.0,16.5
MRY,SFO,3.5,19.666666666666668
MSN,ATL,3.6,11.8
MSN,DCA,4.0,24.0
MSN,DEN,4.2,12.3
MSN,DTW,3.8,15.8
MSN,EWR,4.0,26.0
MSN,LAS,5.0,16.0
MSN,MSP,2.75,14.75
MSN,ORD,4.125,15.6875
MSN,SLC,3.0,15.0
MSO,AZA,6.0,11.0
MSO,DEN,4.4,17.9
MSO,LAS,10.0,16.0
MSO,PDX,5.75,10.875
MSO,SEA,3.5,16.2
MSO,SLC,6.0,17.0
MSP,ABR,10.0,16.666666666666668
MSP,ALB,5.0,15.0
MSP,ANC,6.0,13.0
MSP,ATL,4.8,14.6
MSP,ATW,3.5,19.0
MSP,AUS,4.666666666666667,14.666666666666666
MSP,AZO,6.0,21.5
MSP,BDL,4.75,14.5
MSP,BIS,5.142857142857143,17.571428571428573
MSP,BJI,7.5,20.5
MSP,BMI,7.0,13.0
MSP,BNA,5.25,14.0
MSP,BOI,3.0,13.0
MSP,BOS,4.714285714285714,17.428571428571427
MSP,BRD,4.666666666666667,15.666666666666666
MSP,BWI,3.5714285714285716,10.571428571428571
MSP,BZN,2.5,9.0
MSP,CID,9.6,16.8
MSP,CIU,6.0,27.0
MSP,CLE,4.5,24.0
MSP,CLT,4.0,19.5
MSP,CVG,5.666666666666667,15.333333333333334
MSP,CWA,3.0,17.5
MSP,DAY,6.0,23.0
MSP,DCA,4.375,12.75
MSP,DEN,4.045454545454546,12.636363636363637
MSP,DFW,5.125,13.75
MSP,DLH,9.0,18.0
MSP,DSM,5.5,21.5
MSP,DTW,5.111111111111111,14.333333333333334
MSP,EWR,6.473684210526316,22.63157894736842
MSP,FAR,3.0,12.0
MSP,FCA,5.0,27.0
MSP,FLL,6.0,12.5
MSP,FNT,6.5,12.5
MSP,FSD,6.0,17.75
MSP,GEG,3.0,10.0
MSP,GFK,5.75,13.0
MSP,GRB,5.0,20.0
MSP,GRR,3.7142857142857144,11.857142857142858
MSP,GTF,4.0,20.0
MSP,HIB,5.0,14.0
MSP,HNL,11.0,16.0
MSP,HRL,9.0,9.0
MSP,IAD,7.25,18.375
MSP,IAH,7.363636363636363,16.727272727272727
MSP,ICT,8.0,14.0
MSP,IMT,5.5,11.25
MSP,IND,6.333333333333333,12.333333333333334
MSP,INL,6.5,7.5
MSP,ISN,4.666666666666667,21.333333333333332
MSP,JFK,3.6666666666666665,13.666666666666666
MSP,LAS,5.65,15.05
MSP,LAX,4.818181818181818,15.727272727272727
MSP,LEX,8.5,14.5
MSP,LGA,5.833333333333333,16.833333333333332
MSP,LNK,6.0,19.666666666666668
MSP,LSE,9.0,23.25
MSP,MCI,4.0,11.5
MSP,MCO,4.818181818181818,15.909090909090908
MSP,MDW,4.647058823529412,12.352941176470589
MSP,MEM,10.0,17.0
MSP,MKE,3.8,14.6
MSP,MOT,4.857142857142857,15.571428571428571
MSP,MQT,6.0,26.5
MSP,MSN,6.5,18.75
MSP,MSY,6.0,13.0
MSP,OMA,7.538461538461538,21.307692307692307
MSP,ORD,5.536585365853658,17.878048780487806
MSP,PDX,5.8,10.2
MSP,PHL,5.666666666666667,15.333333333333334
MSP,PHX,4.666666666666667,11.238095238095237
MSP,PIA,10.0,12.0
MSP,PIT,5.5,21.5
MSP,PSC,5.0,22.5
MSP,PSP,5.0,10.0
MSP,RAP,8.5,19.5
MSP,RDU,6.333333333333333,16.5
MSP,RHI,6.5,12.5
MSP,ROC,5.0,27.0
MSP,RST,11.0,18.8
MSP,RSW,7.444444444444445,13.333333333333334
MSP,SAN,5.666666666666667,15.0
MSP,SAT,11.5,21.5
MSP,SBN,6.0,26.0
MSP,SDF,13.0,18.0
MSP,SEA,5.090909090909091,17.454545454545453
MSP,SFO,4.636363636363637,22.545454545454547
MSP,SJC,5.0,15.0
MSP,SLC,5.0,12.333333333333334
MSP,SMF,5.0,15.0
MSP,SNA,8.0,22.0
MSP,STL,5.461538461538462,15.384615384615385
MSP,SYR,8.0,28.0
MSP,TPA,5.071428571428571,11.857142857142858
MSP,TUL,5.666666666666667,18.0
MSP,TUS,5.0,13.0
MSP,XNA,6.0,11.5
MSY,ATL,5.208333333333333,15.416666666666666
MSY,AUS,4.0,13.25
MSY,BNA,3.0,10.785714285714286
MSY,BOS,5.454545454545454,16.09090909090909
MSY,BWI,3.6153846153846154,13.076923076923077
MSY,CLE,4.0,12.0
MSY,CMH,7.5,8.0
MSY,CVG,8.0,13.75
MSY,DAL,3.3333333333333335,11.6
MSY,DCA,3.6666666666666665,17.333333333333332
MSY,DEN,5.357142857142857,13.071428571428571
MSY,DTW,5.833333333333333,14.5
MSY,EWR,4.571428571428571,17.642857142857142
MSY,FLL,5.526315789473684,15.736842105263158
MSY,HOU,4.366666666666666,10.2
MSY,IAD,3.3333333333333335,20.333333333333332
MSY,IAH,4.419354838709677,17.322580645161292
MSY,IND,9.5,16.5
MSY,ISP,7.0,9.0
MSY,JFK,5.1,16.7
MSY,LAS,5.454545454545454,12.363636363636363
MSY,LAX,3.923076923076923,14.538461538461538
MSY,LCK,7.0,12.0
MSY,LGA,5.8,22.6
MSY,MCI,8.6,8.4
MSY,MCO,4.923076923076923,12.653846153846153
MSY,MDW,3.6,11.733333333333333
MSY,MSP,3.0,10.0
MSY,OAK,3.0,10.5
MSY,ORD,4.111111111111111,21.88888888888889
MSY,PHL,6.0,19.0
MSY,PHX,3.75,10.5
MSY,PIE,9.0,11.0
MSY,PIT,7.5,10.0
MSY,RDU,6.0,8.0
MSY,SAN,4.0,12.333333333333334
MSY,SAT,4.0,9.0
MSY,SEA,6.0,16.666666666666668
MSY,SFB,7.0,12.0
MSY,SFO,4.0,17.75
MSY,SLC,5.0,15.0
MSY,SMF,4.0,13.0
MSY,STL,5.75,9.0
MSY,TPA,5.384615384615385,11.384615384615385
MSY,USA,5.0,15.0
MTJ,DEN,4.2,17.9
MTJ,IAH,5.0,19.666666666666668
MTJ,LAX,8.25,26.75
MTJ,LGA,5.0,18.0
MTJ,ORD,3.5,21.5
MTJ,SLC,4.0,28.0
MYR,ACY,3.0,9.5
MYR,ATL,4.0,14.833333333333334
MYR,BDL,5.0,10.5
MYR,BOS,6.0,15.5
MYR,BWI,5.0,9.0
MYR,CMH,3.0,8.0
MYR,DTW,5.666666666666667,13.0
MYR,EWR,4.0,17.0
MYR,FLL,4.0,10.0
MYR,LBE,7.0,9.0
MYR,LGA,4.8,12.8
OAJ,ATL,3.5,15.5
OAK,ABQ,4.875,11.375
OAK,ATL,5.5,16.0
OAK,AUS,4.25,10.0
OAK,BLI,8.5,10.0
OAK,BNA,7.666666666666667,16.666666666666668
OAK,BOI,5.222222222222222,8.0
OAK,BUR,5.148936170212766,11.914893617021276
OAK,BWI,4.857142857142857,17.285714285714285
OAK,DAL,4.833333333333333,11.333333333333334
OAK,DEN,4.9375,12.8125
OAK,DFW,7.0,12.0
OAK,EUG,5.0,9.0
OAK,EWR,4.0,11.0
OAK,GEG,6.0,10.0
OAK,HNL,5.75,20.25
OAK,HOU,4.75,10.75
OAK,JFK,5.666666666666667,18.666666666666668
OAK,KOA,5.0,15.75
OAK,LAS,5.785714285714286,12.5
OAK,LAX,5.015873015873016,13.80952380952381
OAK,LGB,5.1923076923076925,12.538461538461538
OAK,LIH,4.5,9.5
OAK,MCI,5.0,10.777777777777779
OAK,MDW,5.076923076923077,12.615384615384615
OAK,MSY,4.5,10.5
OAK,OGG,7.2,14.0
OAK,ONT,5.925925925925926,7.777777777777778
OAK,PDX,4.9,8.9
OAK,PHX,5.25,10.166666666666666
OAK,RNO,5.428571428571429,9.142857142857142
OAK,SAN,4.709677419354839,12.32258064516129
OAK,SEA,4.735294117647059,17.41176470588235
OAK,SLC,4.833333333333333,15.916666666666666
OAK,SNA,5.074074074074074,10.185185185185185
OAK,STL,4.5,12.0
OAK,TUS,5.0,12.0
OGG,ANC,7.5,14.0
OGG,BLI,5.333333333333333,11.333333333333334
OGG,HNL,6.506172839506172,13.135802469135802
OGG,ITO,6.0,8.0
OGG,KOA,7.285714285714286,12.285714285714286
OGG,LAX,6.117647058823529,23.41176470588235
OGG,LIH,6.866666666666666,7.733333333333333
OGG,OAK,5.0,15.0
OGG,ORD,6.5,28.5
OGG,PDX,6.142857142857143,13.714285714285714
OGG,SAN,4.0,25.0
OGG,SEA,7.714285714285714,17.285714285714285
OGG,SFO,6.5,17.8125
OGG,SJC,6.142857142857143,13.714285714285714
OGG,SMF,7.0,15.333333333333334
OGS,PIE,9.0,10.0
OGS,SFB,7.0,14.0
OKC,ATL,4.0,13.0
OKC,BWI,4.0,11.25
OKC,DAL,3.7058823529411766,10.352941176470589
OKC,DEN,4.821428571428571,16.214285714285715
OKC,HOU,3.5,13.6875
OKC,IAD,5.25,14.75
OKC,IAH,5.8108108108108105,16.64864864864865
OKC,LAS,4.777777777777778,14.0
OKC,LAX,5.0,16.0
OKC,MCO,6.0,21.5
OKC,MDW,3.5,10.0
OKC,MSP,3.3333333333333335,20.333333333333332
OKC,ORD,5.5,19.75
OKC,PHX,3.2222222222222223,10.88888888888889
OKC,SAN,7.0,17.0
OKC,SEA,3.0,13.0
OKC,SFB,5.0,17.0
OKC,SFO,5.0,15.0
OKC,SLC,4.0,24.0
OKC,STL,3.0,7.5
OMA,ATL,3.5714285714285716,17.857142857142858
OMA,DAL,4.0,9.75
OMA,DCA,4.416666666666667,15.083333333333334
OMA,DEN,3.16,15.92
OMA,DTW,4.333333333333333,20.333333333333332
OMA,EWR,4.666666666666667,19.333333333333332
OMA,HOU,3.75,11.0
OMA,IAH,5.0,14.363636363636363
OMA,LAS,4.333333333333333,12.777777777777779
OMA,MCO,7.0,13.0
OMA,MDW,2.8181818181818183,11.090909090909092
OMA,MSP,5.0,13.5
OMA,ORD,3.888888888888889,20.666666666666668
OMA,PHX,3.888888888888889,12.222222222222221
OMA,RSW,4.0,11.0
OMA,SAN,6.0,20.0
OMA,SEA,5.0,13.666666666666666
OMA,SFB,7.0,11.5
OMA,SFO,4.333333333333333,18.666666666666668
OMA,SLC,5.0,21.0
OMA,STL,3.1,8.3
OME,ANC,3.6666666666666665,9.0
OME,OTZ,5.5,8.5
ONT,AUS,5.0,21.5
ONT,DAL,3.6666666666666665,10.333333333333334
ONT,DEN,4.222222222222222,12.166666666666666
ONT,LAS,3.5,10.857142857142858
ONT,MDW,4.6,11.8
ONT,OAK,3.72,11.16
ONT,PDX,3.9166666666666665,12.083333333333334
ONT,PHX,3.8,9.457142857142857
ONT,SAT,7.0,13.0
ONT,SEA,4.25,14.5
ONT,SFO,4.235294117647059,18.235294117647058
ONT,SJC,3.4444444444444446,11.0
ONT,SLC,4.0,16.0
ONT,SMF,3.586206896551724,8.655172413793103
ORD,ABE,9.333333333333334,23.0
ORD,ALB,11.666666666666666,17.22222222222222
ORD,ANC,2.5,12.5
ORD,ASE,11.625,18.625
ORD,ATL,7.8,15.72
ORD,ATW,10.071428571428571,15.071428571428571
ORD,AUS,8.090909090909092,11.818181818181818
ORD,AVL,8.6,19.0
ORD,AVP,10.333333333333334,15.0
ORD,AZO,8.833333333333334,16.5
ORD,BDL,10.375,16.25
ORD,BHM,9.8,15.4
ORD,BNA,8.214285714285714,18.357142857142858
ORD,BOI,12.0,16.5
ORD,BOS,10.277777777777779,16.333333333333332
ORD,BUF,9.666666666666666,20.333333333333332
ORD,BWI,8.692307692307692,12.76923076923077
ORD,BZN,9.777777777777779,16.555555555555557
ORD,CAE,12.0,12.0
ORD,CAK,7.642857142857143,17.357142857142858
ORD,CHA,12.5,16.0
ORD,CHO,5.0,22.0
ORD,CHS,6.666666666666667,15.0
ORD,CID,10.785714285714286,14.785714285714286
ORD,CKB,11.333333333333334,15.333333333333334
ORD,CLE,8.5,15.25
ORD,CLT,6.916666666666667,15.75
ORD,CMH,8.714285714285714,14.428571428571429
ORD,CMI,9.714285714285714,12.285714285714286
ORD,CMX,9.666666666666666,17.333333333333332
ORD,COS,8.222222222222221,21.0
ORD,COU,9.0,17.5
ORD,CRW,7.25,20.25
ORD,CVG,8.894736842105264,17.105263157894736
ORD,CWA,12.4,12.0
ORD,DAY,8.666666666666666,16.77777777777778
ORD,DCA,8.454545454545455,16.303030303030305
ORD,DEN,9.771428571428572,15.514285714285714
ORD,DFW,10.047619047619047,14.619047619047619
ORD,DLH,11.0,16.666666666666668
ORD,DSM,9.363636363636363,15.909090909090908
ORD,DTW,9.11111111111111,14.833333333333334
ORD,EAU,8.5,17.0
ORD,ELP,6.0,11.0
ORD,ERI,10.166666666666666,17.166666666666668
ORD,EVV,7.75,14.5
ORD,EWR,7.615384615384615,18.96153846153846
ORD,EYW,14.0,9.0
ORD,FAR,12.0,20.428571428571427
ORD,FLL,9.666666666666666,16.166666666666668
ORD,FNT,9.0,19.666666666666668
ORD,FSD,10.142857142857142,16.142857142857142
ORD,FWA,8.5,13.5
ORD,GEG,11.5,20.0
ORD,GRB,8.416666666666666,14.75
ORD,GRR,11.333333333333334,17.166666666666668
ORD,GSO,8.5,12.875
ORD,GSP,6.4,18.8
ORD,HDN,10.0,23.0
ORD,HNL,7.0,17.5
ORD,HPN,11.0,13.0
ORD,IAD,3.875,15.625
ORD,IAH,8.931034482758621,16.724137931034484
ORD,ICT,10.2,13.266666666666667
ORD,IND,7.533333333333333,14.0
ORD,JAC,10.666666666666666,13.333333333333334
ORD,JAN,8.6,10.2
ORD,JAX,10.333333333333334,13.333333333333334
ORD,JFK,8.555555555555555,25.444444444444443
ORD,LAN,8.4,21.6
ORD,LAS,9.71875,14.4375
ORD,LAX,9.413793103448276,17.96551724137931
ORD,LEX,6.166666666666667,15.666666666666666
ORD,LGA,9.6,17.844444444444445
ORD,LIT,13.0,22.5
ORD,LNK,9.333333333333334,15.666666666666666
ORD,MBS,8.5,12.833333333333334
ORD,MCI,9.25,17.0
ORD,MCO,7.37037037037037,15.148148148148149
ORD,MDT,9.375,14.875
ORD,MEM,9.181818181818182,17.181818181818183
ORD,MHT,11.5,15.0
ORD,MIA,8.5,17.5
ORD,MKE,11.333333333333334,14.523809523809524
ORD,MKG,13.0,13.0
ORD,MLI,7.0,17.428571428571427
ORD,MOB,12.0,10.0
ORD,MSN,9.0,17.846153846153847
ORD,MSP,10.703703703703704,18.25925925925926
ORD,MSY,8.25,11.5
ORD,MTJ,6.0,10.5
ORD,MYR,8.0,8.666666666666666
ORD,OGG,9.0,14.666666666666666
ORD,OKC,8.333333333333334,21.666666666666668
ORD,OMA,9.214285714285714,17.714285714285715
ORD,ORF,6.875,14.5
ORD,PAH,8.5,16.0
ORD,PBI,6.25,20.0
ORD,PDX,7.8125,12.875
ORD,PHL,5.571428571428571,14.571428571428571
ORD,PHX,8.411764705882353,13.764705882352942
