Dest,Origin,TaxiIn,TaxiOut
ORD,PIA,10.142857142857142,13.428571428571429
ORD,PIT,7.0625,14.8125
ORD,PNS,8.75,14.5
ORD,PSP,10.0,19.0
ORD,PVD,13.5,11.5
ORD,PWM,8.0,28.5
ORD,RAP,12.0,13.0
ORD,RDU,7.583333333333333,16.416666666666668
ORD,RIC,7.4375,14.625
ORD,ROA,5.5,22.5
ORD,ROC,9.1,13.7
ORD,RST,10.266666666666667,13.2
ORD,RSW,7.214285714285714,13.785714285714286
ORD,SAN,8.058823529411764,17.11764705882353
ORD,SAT,9.333333333333334,14.666666666666666
ORD,SAV,7.7,16.7
ORD,SBN,8.875,20.0
ORD,SCE,6.666666666666667,7.333333333333333
ORD,SDF,6.5,16.3
ORD,SEA,8.1,16.75
ORD,SFO,7.863636363636363,20.59090909090909
ORD,SGF,9.818181818181818,15.0
ORD,SJC,11.0,17.8
ORD,SLC,10.909090909090908,16.545454545454547
ORD,SMF,12.0,14.0
ORD,SNA,8.5,13.0
ORD,SPI,8.363636363636363,16.09090909090909
ORD,SRQ,6.666666666666667,12.666666666666666
ORD,STL,8.941176470588236,16.529411764705884
ORD,SYR,11.2,15.0
ORD,TPA,8.9,13.0
ORD,TUL,10.75,15.5
ORD,TUS,12.333333333333334,20.0
ORD,TVC,10.333333333333334,13.833333333333334
ORD,TWF,13.0,29.0
ORD,TYS,8.8,14.2
ORD,UIN,11.0,15.0
ORD,XNA,9.5,13.333333333333334
ORF,ATL,3.3636363636363638,14.454545454545455
ORF,BOS,4.0,29.0
ORF,BWI,3.6666666666666665,12.083333333333334
ORF,DTW,3.3333333333333335,20.666666666666668
ORF,EWR,4.555555555555555,21.11111111111111
ORF,IAD,3.125,20.125
ORF,IAH,5.0,20.0
ORF,JFK,3.0,24.0
ORF,LGA,5.25,20.5
ORF,MCO,3.0,16.75
ORF,MDW,3.5714285714285716,11.142857142857142
ORF,ORD,3.5,19.75
ORH,FLL,3.0,12.0
ORH,MCO,4.75,15.25
OTH,SFO,3.0,24.0
OTZ,ANC,4.0,17.25
OWB,SFB,5.0,11.5
PAH,ORD,5.0,17.333333333333332
PBG,FLL,5.4,14.1
PBG,PGD,4.5,8.5
PBG,PIE,4.5,9.5
PBG,SFB,5.666666666666667,15.0
PBI,ACY,4.0,9.0
PBI,ATL,4.333333333333333,14.75
PBI,BOS,4.3125,17.21875
PBI,BWI,3.7777777777777777,13.222222222222221
PBI,DCA,2.6,14.8
PBI,DTW,4.5,13.5
PBI,EWR,4.333333333333333,18.5
PBI,HPN,3.55,13.05
PBI,IAH,4.75,14.75
PBI,ISP,4.153846153846154,12.076923076923077
PBI,JFK,5.625,18.75
PBI,LGA,3.6666666666666665,20.133333333333333
PBI,MSP,3.0,15.0
PBI,ORD,5.0,21.166666666666668
PBI,PHL,5.333333333333333,12.5
PBI,TTN,5.5,11.0
PDX,ABQ,2.0,16.0
PDX,ANC,7.6,14.2
PDX,ATL,3.0,15.0
PDX,AUS,4.5,12.5
PDX,BIL,3.5,10.0
PDX,BLI,3.6666666666666665,9.666666666666666
PDX,BOI,4.6,12.15
PDX,BOS,4.666666666666667,21.0
PDX,BUR,5.125,14.375
PDX,DAL,3.5,12.25
PDX,DCA,3.3333333333333335,18.333333333333332
PDX,DEN,4.470588235294118,13.794117647058824
PDX,DFW,4.0,19.333333333333332
PDX,DTW,3.0,12.0
PDX,EUG,6.0,9.666666666666666
PDX,EWR,3.2222222222222223,17.77777777777778
PDX,FAT,5.0,9.0
PDX,FCA,4.0,8.5
PDX,GEG,3.9444444444444446,11.0
PDX,HNL,7.333333333333333,13.333333333333334
PDX,IAH,3.909090909090909,18.272727272727273
PDX,JFK,5.4,25.0
PDX,KOA,4.666666666666667,14.333333333333334
PDX,LAS,4.393939393939394,12.484848484848484
PDX,LAX,4.666666666666667,19.14814814814815
PDX,LGB,4.714285714285714,13.142857142857142
PDX,LIH,2.0,13.0
PDX,MCI,3.0,16.666666666666668
PDX,MCO,4.5,14.5
PDX,MDW,3.0,10.375
PDX,MFR,4.066666666666666,9.733333333333333
PDX,MSO,5.0,25.0
PDX,MSP,3.6,13.8
PDX,OAK,3.28,11.96
PDX,OGG,6.071428571428571,12.714285714285714
PDX,ONT,3.875,9.5
PDX,ORD,4.588235294117647,21.470588235294116
PDX,PHX,4.35,12.0
PDX,PSC,4.0,9.0
PDX,PSP,4.333333333333333,12.833333333333334
PDX,RDM,4.1,7.6
PDX,RNO,3.5,13.25
PDX,SAN,4.043478260869565,14.91304347826087
PDX,SBA,3.5,17.5
PDX,SEA,4.327868852459017,15.098360655737705
PDX,SFO,4.354166666666667,18.145833333333332
PDX,SJC,3.7037037037037037,11.851851851851851
PDX,SLC,4.125,13.875
PDX,SMF,3.3846153846153846,9.26923076923077
PDX,SNA,4.0,12.75
PDX,STL,3.1666666666666665,9.5
PDX,STS,5.333333333333333,10.0
PDX,TUS,3.75,10.25
PGD,ABE,7.0,9.0
PGD,CLE,5.333333333333333,12.0
PGD,CVG,5.5,8.5
PGD,DAY,6.0,18.0
PGD,DSM,5.0,11.666666666666666
PGD,FNT,6.0,9.0
PGD,FWA,4.0,18.0
PGD,GRR,6.25,11.0
PGD,IAG,6.666666666666667,12.0
PGD,IND,7.333333333333333,11.0
PGD,LEX,4.0,13.0
PGD,MCI,6.0,10.0
PGD,MDT,4.0,13.0
PGD,MKE,13.0,9.0
PGD,MLI,5.0,8.0
PGD,OMA,7.0,8.0
PGD,PIA,5.0,9.0
PGD,PVD,7.0,12.0
PGD,RFD,6.333333333333333,9.333333333333334
PGD,ROC,4.0,12.0
PGD,SBN,6.666666666666667,11.333333333333334
PGD,SDF,4.0,15.0
PGD,SPI,5.333333333333333,6.666666666666667
PGD,STC,6.0,11.5
PGD,TOL,4.0,6.0
PGD,TTN,5.0,6.0
PGD,TYS,7.0,12.0
PGD,USA,7.0,11.0
PHF,ATL,4.5,19.0
PHL,ATL,6.0,14.333333333333334
PHL,BNA,5.833333333333333,10.083333333333334
PHL,BOS,6.1,20.1
PHL,CLT,11.0,20.0
PHL,CVG,7.0,13.0
PHL,DAL,5.333333333333333,10.333333333333334
PHL,DEN,6.785714285714286,15.642857142857142
PHL,DTW,5.2,17.0
PHL,FLL,7.0,14.714285714285714
PHL,IAD,4.7,14.2
PHL,IAH,6.142857142857143,17.714285714285715
PHL,JAX,9.0,11.666666666666666
PHL,JFK,12.0,28.0
PHL,LAS,8.125,14.75
PHL,LAX,6.5,15.166666666666666
PHL,MCO,7.208333333333333,15.083333333333334
PHL,MDW,4.56,10.72
PHL,MIA,9.0,17.0
PHL,MSP,7.6,17.0
PHL,MSY,7.0,10.5
PHL,MYR,8.5,11.5
PHL,ORD,5.733333333333333,19.0
PHL,PBI,7.166666666666667,14.0
PHL,PHX,7.4,13.6
PHL,RDU,4.0,22.0
PHL,RSW,7.5,9.5
PHL,SEA,5.333333333333333,24.333333333333332
PHL,SFO,7.666666666666667,22.88888888888889
PHL,SJU,7.25,12.5
PHL,SLC,4.666666666666667,16.333333333333332
PHL,STL,5.0,9.6
PHL,TPA,5.571428571428571,11.428571428571429
PHX,ABQ,5.357142857142857,10.642857142857142
PHX,ATL,6.882352941176471,16.176470588235293
PHX,AUS,6.4375,12.9375
PHX,BNA,5.0,14.0
PHX,BOI,4.2,7.6
PHX,BOS,6.6,20.8
PHX,BUF,5.666666666666667,8.0
PHX,BUR,5.285714285714286,14.0
PHX,BWI,5.285714285714286,12.857142857142858
PHX,CLE,6.25,10.375
PHX,CMH,5.0,8.0
PHX,COS,8.0,12.0
PHX,CVG,6.5,16.0
PHX,DAL,5.173913043478261,11.695652173913043
PHX,DEN,5.630434782608695,15.5
PHX,DFW,4.6,15.0
PHX,DSM,5.0,7.75
PHX,DTW,6.125,11.875
PHX,ELP,5.0,10.882352941176471
PHX,EWR,5.9,16.7
PHX,FLL,5.625,17.5
PHX,GEG,4.833333333333333,7.666666666666667
PHX,HNL,8.0,18.5
PHX,HOU,4.05,10.85
PHX,IAD,6.5,15.0
PHX,IAH,5.0,18.416666666666668
PHX,ICT,7.2,10.2
PHX,IND,6.0,14.875
PHX,JFK,5.0,24.333333333333332
PHX,LAS,5.214285714285714,13.30952380952381
PHX,LAX,4.926829268292683,16.195121951219512
PHX,LIT,6.0,6.0
PHX,MCI,5.45,10.95
PHX,MCO,5.888888888888889,14.11111111111111
PHX,MDW,5.142857142857143,9.142857142857142
PHX,MKE,6.0,13.307692307692308
PHX,MSP,6.666666666666667,15.916666666666666
PHX,MSY,5.75,12.875
PHX,OAK,5.368421052631579,11.894736842105264
PHX,OKC,5.5,10.375
PHX,OMA,4.75,12.875
PHX,ONT,4.958333333333333,11.5
PHX,ORD,6.904761904761905,19.61904761904762
PHX,PDX,5.571428571428571,10.428571428571429
PHX,PHL,6.0,22.5
PHX,PIT,6.0,15.5
PHX,RDU,5.25,13.75
PHX,RNO,5.5,15.875
PHX,SAN,5.558139534883721,12.534883720930232
PHX,SAT,6.333333333333333,9.222222222222221
PHX,SDF,5.666666666666667,11.333333333333334
PHX,SEA,5.65625,15.9375
PHX,SFO,5.0,19.807692307692307
PHX,SJC,5.642857142857143,10.642857142857142
PHX,SLC,5.35,18.05
PHX,SMF,5.05,9.75
PHX,SNA,5.052631578947368,11.473684210526315
PHX,STL,5.75,12.583333333333334
PHX,TPA,5.5,12.5
PHX,TUL,4.2,11.2
PIA,ATL,5.5,16.5
PIA,AZA,7.0,13.2
PIA,DTW,4.0,18.0
PIA,LAS,7.0,16.0
PIA,ORD,3.357142857142857,18.5
PIA,PGD,6.5,8.5
PIA,PIE,6.0,10.0
PIA,SFB,10.0,14.0
PIE,ABE,4.0,9.0
PIE,ATW,4.0,26.0
PIE,AUS,5.5,11.5
PIE,AVL,4.5,11.0
PIE,AZA,8.0,17.0
PIE,BLV,5.5,8.0
PIE,BMI,5.0,7.0
PIE,CID,6.0,30.0
PIE,CLE,4.0,14.0
PIE,CVG,5.142857142857143,10.857142857142858
PIE,DAY,4.0,11.0
PIE,DSM,7.0,9.5
PIE,ELM,4.5,20.0
PIE,FNT,7.0,11.0
PIE,FSD,5.0,9.0
PIE,FWA,8.0,11.0
PIE,GRR,6.333333333333333,10.666666666666666
PIE,HTS,4.666666666666667,5.666666666666667
PIE,IAG,6.0,11.0
PIE,IND,6.5,12.666666666666666
PIE,LCK,5.5,10.5
PIE,LEX,6.666666666666667,11.333333333333334
PIE,MCI,4.5,12.0
PIE,MDT,5.0,8.333333333333334
PIE,MLI,5.5,12.5
PIE,MSY,5.5,10.5
PIE,OGS,4.666666666666667,15.666666666666666
PIE,OMA,5.0,9.0
PIE,ORF,6.0,9.0
PIE,PIA,6.0,16.666666666666668
PIE,PIT,4.5,11.0
PIE,RDU,5.333333333333333,15.0
PIE,RFD,5.0,17.5
PIE,ROA,6.0,9.0
PIE,SBN,7.0,11.0
PIE,SDF,7.0,12.0
PIE,SGF,4.0,9.0
PIE,SYR,5.0,22.0
PIE,TOL,6.0,7.0
PIE,USA,5.0,9.0
PIH,SLC,3.5,19.5
PIT,ATL,5.583333333333333,14.833333333333334
PIT,AUS,6.0,10.5
PIT,BNA,5.125,10.125
PIT,BOS,5.375,16.125
PIT,BWI,5.5,12.333333333333334
PIT,DAL,6.333333333333333,10.333333333333334
PIT,DEN,5.111111111111111,16.77777777777778
PIT,DFW,9.0,15.0
PIT,DTW,5.5,19.0
PIT,EWR,6.045454545454546,18.181818181818183
PIT,FLL,6.384615384615385,16.923076923076923
PIT,HOU,4.8,13.2
PIT,IAD,5.2,14.72
PIT,IAH,6.352941176470588,17.235294117647058
PIT,JFK,6.333333333333333,20.0
PIT,LAS,6.0,12.333333333333334
PIT,LAX,5.8,15.7
PIT,LGA,8.0,26.0
PIT,MCO,4.1875,10.625
PIT,MDW,3.769230769230769,9.307692307692308
PIT,MSP,6.5,27.5
PIT,MSY,6.0,15.5
PIT,MYR,7.0,8.5
PIT,ORD,5.647058823529412,17.176470588235293
PIT,PBI,6.0,9.0
PIT,PGD,5.4,9.8
PIT,PHX,5.666666666666667,12.333333333333334
PIT,PIE,5.5,10.0
PIT,RSW,6.090909090909091,12.363636363636363
PIT,SAV,4.5,10.0
PIT,SFB,5.666666666666667,12.333333333333334
PIT,SFO,6.5,26.5
PIT,STL,6.0,8.25
PIT,TPA,6.666666666666667,12.777777777777779
PLN,DTW,5.666666666666667,14.666666666666666
PNS,ATL,4.25,16.333333333333332
PNS,BNA,2.5,11.5
PNS,HOU,3.0,11.25
PNS,IAH,4.75,15.416666666666666
PNS,ORD,5.5,25.5
PPG,HNL,12.5,15.0
PSC,AZA,8.0,11.0
PSC,DEN,4.666666666666667,21.666666666666668
PSC,LAS,6.0,17.0
PSC,MSP,8.0,14.0
PSC,SEA,4.625,16.125
PSC,SFO,5.0,18.333333333333332
PSC,SLC,5.5,13.0
PSE,JFK,5.4,18.2
PSE,MCO,5.625,14.0
PSG,JNU,4.0,9.6
PSG,WRG,4.0,6.0
PSM,PGD,5.333333333333333,10.0
PSP,BLI,7.166666666666667,12.333333333333334
PSP,DEN,4.875,15.9375
PSP,IAH,7.0,21.818181818181817
PSP,JFK,5.0,18.5
PSP,LAX,5.666666666666667,17.666666666666668
PSP,ORD,5.666666666666667,26.666666666666668
PSP,PDX,4.75,11.25
PSP,SEA,5.142857142857143,20.571428571428573
PSP,SFO,5.8076923076923075,18.26923076923077
PSP,SLC,5.0,17.5
PUB,DEN,4.0,15.8
PUB,LBL,3.5,14.5
PUW,SEA,3.7142857142857144,12.571428571428571
PVD,ATL,4.2,14.8
PVD,BWI,4.0,12.882352941176471
PVD,DCA,3.625,11.625
PVD,DTW,5.0,20.0
PVD,EWR,5.363636363636363,19.818181818181817
PVD,FLL,3.25,18.083333333333332
PVD,IAD,3.2222222222222223,19.77777777777778
PVD,MCO,5.25,12.714285714285714
PVD,MDW,5.0,7.833333333333333
PVD,MIA,6.0,17.0
PVD,MSY,5.0,14.0
PVD,ORD,3.3333333333333335,20.333333333333332
PVD,TPA,5.0,13.285714285714286
PVU,AZA,5.8,14.2
PVU,LAX,5.5,21.0
PWM,ATL,4.0,13.0
PWM,BWI,3.3333333333333335,10.666666666666666
PWM,DTW,4.0,17.0
PWM,EWR,4.3076923076923075,18.153846153846153
PWM,IAD,3.6666666666666665,16.666666666666668
PWM,JFK,3.25,21.541666666666668
PWM,LGA,5.0,10.0
PWM,ORD,5.0,18.0
RAP,AZA,6.5,11.5
RAP,DEN,4.0,16.0
RAP,LAS,7.0,14.0
RAP,MSP,5.222222222222222,19.11111111111111
RAP,SLC,4.5,22.5
RDD,SFO,4.666666666666667,23.555555555555557
RDM,DEN,3.5,20.5
RDM,PDX,2.909090909090909,8.454545454545455
RDM,SEA,3.823529411764706,12.882352941176471
RDM,SFO,4.25,20.625
RDM,SLC,4.0,19.0
RDU,ATL,5.107142857142857,15.964285714285714
RDU,AUS,3.0,17.0
RDU,BNA,4.642857142857143,11.142857142857142
RDU,BOS,4.833333333333333,16.666666666666668
RDU,BWI,4.863636363636363,14.636363636363637
RDU,CLE,5.0,11.0
RDU,CMH,3.0,11.0
RDU,CVG,7.25,18.0
RDU,DAL,3.5,13.5
RDU,DCA,4.25,17.0
RDU,DEN,5.125,14.5
RDU,DTW,5.0,15.142857142857142
RDU,EWR,6.241379310344827,17.96551724137931
RDU,FLL,4.909090909090909,17.545454545454547
RDU,HOU,3.8,9.0
RDU,IAD,4.4,16.666666666666668
RDU,IAH,5.3,19.7
RDU,JFK,5.111111111111111,22.555555555555557
RDU,LAS,6.2,13.8
RDU,LAX,2.5,17.0
RDU,LGA,4.666666666666667,24.666666666666668
RDU,MCI,7.0,11.0
RDU,MCO,5.181818181818182,11.545454545454545
RDU,MDW,4.444444444444445,10.777777777777779
RDU,MSP,5.0,14.5
RDU,MSY,7.0,12.0
RDU,ORD,5.111111111111111,17.11111111111111
RDU,PGD,5.0,13.5
RDU,PHL,8.0,25.0
RDU,PIE,7.0,9.0
RDU,SEA,9.0,15.0
RDU,SFB,10.0,14.0
RDU,SFO,5.466666666666667,20.533333333333335
RDU,SLC,6.5,18.0
RDU,STL,6.0,12.5
RDU,TPA,4.684210526315789,12.052631578947368
RDU,TTN,6.0,9.0
RFD,LAS,7.0,19.0
RFD,PGD,7.666666666666667,11.0
RFD,PIE,5.5,11.5
RFD,SFB,5.0,9.0
RHI,MSP,4.5,13.5
RIC,ATL,4.0588235294117645,14.470588235294118
RIC,BOS,3.9444444444444446,17.166666666666668
RIC,DEN,8.25,23.5
RIC,DTW,6.0,22.0
RIC,EWR,6.833333333333333,20.555555555555557
RIC,FLL,4.5,15.833333333333334
RIC,IAD,6.333333333333333,18.77777777777778
RIC,IAH,6.25,15.25
RIC,JFK,5.5,25.0
RIC,LGA,5.333333333333333,18.333333333333332
RIC,MCO,4.142857142857143,13.714285714285714
RIC,MSP,6.5,21.0
RIC,ORD,8.25,21.833333333333332
RIC,PIE,7.333333333333333,10.333333333333334
RIC,SFB,9.0,13.0
RKS,DEN,3.0,11.75
RNO,BOI,5.333333333333333,12.0
RNO,DAL,3.0,12.0
RNO,DEN,4.733333333333333,14.133333333333333
RNO,IAH,5.0,17.0
RNO,JFK,6.0,28.0
RNO,LAS,4.0,12.125
RNO,LAX,4.0,16.555555555555557
RNO,LGB,4.666666666666667,10.833333333333334
RNO,OAK,3.625,9.5
RNO,PDX,5.111111111111111,9.333333333333334
RNO,PHX,3.6666666666666665,9.333333333333334
RNO,SAN,3.25,15.25
RNO,SEA,5.6923076923076925,19.923076923076923
RNO,SFO,4.857142857142857,23.285714285714285
RNO,SJC,4.153846153846154,8.615384615384615
RNO,SLC,3.6,13.4
ROA,ATL,6.5,18.75
ROA,IAD,7.666666666666667,17.666666666666668
ROA,ORD,4.25,15.5
ROA,PIE,4.0,11.0
ROC,ATL,5.833333333333333,17.833333333333332
ROC,BWI,4.0,11.818181818181818
ROC,DTW,6.0,15.75
ROC,EWR,7.5,21.6
ROC,IAD,5.75,19.75
ROC,JFK,5.1875,18.375
ROC,LGA,6.0,21.25
ROC,MCO,4.0,9.5
ROC,MSP,7.0,20.0
ROC,ORD,6.076923076923077,19.46153846153846
ROC,PGD,6.333333333333333,10.666666666666666
ROC,SFB,8.0,15.0
ROC,TPA,5.75,13.25
ROP,GUM,4.0,11.0
ROP,SPN,5.0,10.0
RST,ATL,4.5,13.0
RST,MSP,4.0,20.333333333333332
RST,ORD,4.666666666666667,17.75
RSW,ACY,5.625,12.875
RSW,ALB,2.6666666666666665,11.0
RSW,ATL,3.473684210526316,14.31578947368421
RSW,BDL,5.7272727272727275,10.909090909090908
RSW,BNA,4.5,8.0
RSW,BOS,4.8125,16.0
RSW,BWI,4.277777777777778,13.88888888888889
RSW,CAK,4.0,16.0
RSW,CLE,6.333333333333333,14.0
RSW,CMH,3.7142857142857144,11.285714285714286
RSW,COS,8.0,19.0
RSW,CVG,5.142857142857143,12.857142857142858
RSW,DCA,4.666666666666667,17.166666666666668
RSW,DEN,5.142857142857143,13.0
RSW,DTW,6.0,14.63888888888889
RSW,EWR,4.2727272727272725,19.863636363636363
RSW,GRR,3.3333333333333335,21.333333333333332
RSW,HPN,5.0,8.5
RSW,IAH,3.3333333333333335,15.666666666666666
RSW,IND,4.7894736842105265,11.631578947368421
RSW,JFK,4.8,18.3
RSW,LGA,3.0,21.0
RSW,MCI,4.8,9.4
RSW,MDW,3.5714285714285716,13.0
RSW,MKE,5.333333333333333,13.11111111111111
RSW,MSP,4.928571428571429,19.0
RSW,ORD,4.954545454545454,19.363636363636363
RSW,PHL,7.25,14.0
RSW,PIT,4.0,11.857142857142858
RSW,PVD,8.0,21.0
RSW,STL,3.8,9.0
RSW,TTN,8.0,12.0
SAF,DEN,2.7777777777777777,16.444444444444443
SAN,ABQ,3.75,11.5
SAN,ATL,3.25,17.5
SAN,AUS,2.923076923076923,12.615384615384615
SAN,BLI,7.0,9.0
SAN,BNA,3.1666666666666665,11.0
SAN,BOI,4.0,12.866666666666667
SAN,BOS,4.0,17.0
SAN,BWI,3.588235294117647,13.176470588235293
SAN,COS,5.0,11.0
SAN,CVG,13.0,13.0
SAN,DAL,3.8181818181818183,12.0
SAN,DEN,3.1875,13.0
SAN,DTW,4.0,17.5
SAN,EWR,3.2,20.6
SAN,FAT,3.4,13.2
SAN,FLL,4.0,14.0
SAN,HNL,5.714285714285714,18.0
SAN,HOU,3.3333333333333335,11.833333333333334
SAN,IAD,3.9,15.4
SAN,IAH,2.888888888888889,16.37037037037037
SAN,JFK,3.8,19.8
SAN,KOA,2.5,10.0
SAN,LAS,3.4390243902439024,13.146341463414634
SAN,LAX,3.9545454545454546,17.318181818181817
SAN,LIH,2.6666666666666665,14.333333333333334
SAN,MCI,3.25,17.75
SAN,MCO,5.25,14.833333333333334
SAN,MDW,3.4615384615384617,10.461538461538462
SAN,MMH,3.0,11.5
SAN,MRY,5.666666666666667,5.333333333333333
SAN,MSP,3.6,18.8
SAN,MSY,4.6,9.6
SAN,OAK,3.0652173913043477,11.608695652173912
SAN,OMA,2.0,15.0
SAN,ORD,3.466666666666667,22.133333333333333
SAN,PDX,3.0625,13.0625
SAN,PHX,2.8,11.485714285714286
SAN,RNO,2.857142857142857,12.428571428571429
SAN,SAT,5.125,9.375
SAN,SCK,7.0,8.5
SAN,SEA,4.076923076923077,17.96153846153846
SAN,SFO,3.0985915492957745,16.380281690140844
SAN,SJC,3.7083333333333335,10.5625
SAN,SLC,4.142857142857143,15.642857142857142
SAN,SMF,3.02,9.38
SAN,STL,4.25,8.75
SAN,STS,4.0,13.0
SAN,TPA,4.0,12.0
SAN,TUS,2.5,11.0
SAT,ATL,4.882352941176471,15.647058823529411
SAT,BNA,4.25,11.625
SAT,BWI,3.7142857142857144,13.714285714285714
SAT,DAL,3.5,10.63888888888889
SAT,DEN,4.4,13.333333333333334
SAT,DTW,3.857142857142857,17.571428571428573
SAT,ELP,3.4545454545454546,10.090909090909092
SAT,EWR,4.0,12.5
SAT,HOU,3.5217391304347827,11.173913043478262
SAT,IAD,4.166666666666667,15.5
SAT,IAH,3.6,18.166666666666668
SAT,JFK,4.0,14.5
SAT,LAS,4.933333333333334,12.933333333333334
SAT,LAX,3.933333333333333,18.333333333333332
SAT,MCI,3.0,10.0
SAT,MCO,5.0,11.857142857142858
SAT,MDW,5.714285714285714,12.285714285714286
SAT,MSP,5.5,14.5
SAT,MSY,4.2,13.2
SAT,ORD,4.083333333333333,18.833333333333332
SAT,PHX,3.1538461538461537,10.307692307692308
SAT,SAN,4.333333333333333,14.0
SAT,SEA,4.5,18.5
SAT,SFO,3.0,25.0
SAT,SJC,4.0,12.0
SAT,SLC,5.0,17.0
SAT,STL,3.4444444444444446,11.222222222222221
SAT,TPA,3.6666666666666665,10.333333333333334
SAV,ATL,4.857142857142857,13.571428571428571
SAV,BOS,5.25,16.75
SAV,EWR,3.7777777777777777,18.666666666666668
SAV,IAD,3.6666666666666665,17.333333333333332
SAV,IAH,5.0,19.4
SAV,IND,5.0,12.0
SAV,JFK,4.857142857142857,21.285714285714285
SAV,LCK,6.0,14.0
SAV,ORD,6.125,16.125
SAV,PIT,7.0,11.0
SAV,SDF,5.0,10.0
SBA,DEN,4.142857142857143,20.428571428571427
SBA,LAX,4.6,23.2
SBA,PDX,4.5,21.5
SBA,SEA,4.0,17.0
SBA,SFO,4.105263157894737,16.736842105263158
SBN,ATL,5.0,17.285714285714285
SBN,DTW,4.0,21.8
SBN,EWR,5.0,19.333333333333332
SBN,ORD,4.571428571428571,20.214285714285715
SBN,PGD,7.0,9.5
SBN,PIE,5.75,14.5
SBN,SFB,5.5,13.5
SBP,DEN,4.0,19.5
SBP,LAX,4.25,23.875
SBP,SEA,2.0,14.0
SBP,SFO,3.8,18.8
SCC,ANC,3.888888888888889,11.222222222222221
SCE,DTW,3.0,13.0
SCE,IAD,3.111111111111111,16.666666666666668
SCE,ORD,3.75,17.5
SCK,AZA,4.0,13.0
SCK,LAS,7.0,17.8
SCK,SAN,7.0,14.0
SDF,ATL,5.5,14.166666666666666
SDF,AZA,7.666666666666667,13.333333333333334
SDF,BWI,4.090909090909091,16.0
SDF,DEN,4.909090909090909,13.818181818181818
SDF,DTW,6.5,20.5
SDF,EWR,7.25,19.083333333333332
SDF,FLL,6.0,14.333333333333334
SDF,IAH,8.363636363636363,15.363636363636363
SDF,LAS,4.833333333333333,16.5
SDF,LGA,7.666666666666667,25.0
SDF,MCO,3.0,13.0
SDF,MDW,3.5,10.0
SDF,MSP,7.0,24.0
SDF,ORD,7.125,18.5625
SDF,PGD,5.0,12.0
SDF,PHX,8.0,12.5
SDF,PIE,6.0,12.333333333333334
SDF,SAV,8.0,12.0
SDF,SFB,7.25,14.0
SDF,TPA,5.0,9.666666666666666
SEA,ABQ,5.0,14.333333333333334
SEA,ALW,6.2727272727272725,7.818181818181818
SEA,ANC,7.111111111111111,13.592592592592593
SEA,ATL,7.25,14.583333333333334
SEA,AUS,9.0,17.0
SEA,BIL,6.5,13.166666666666666
SEA,BLI,7.333333333333333,15.333333333333334
SEA,BNA,7.875,17.0
SEA,BOI,7.045454545454546,11.772727272727273
SEA,BOS,8.909090909090908,18.545454545454547
SEA,BUR,8.4,19.2
SEA,BWI,9.75,14.0
SEA,BZN,5.75,14.5
SEA,DAL,7.0,12.5
SEA,DCA,6.666666666666667,14.333333333333334
SEA,DEN,7.666666666666667,13.74074074074074
SEA,DFW,6.25,16.25
SEA,DTW,7.333333333333333,15.833333333333334
SEA,EAT,6.8,9.2
SEA,EUG,8.5,9.666666666666666
SEA,EWR,8.222222222222221,20.61111111111111
SEA,FAI,7.071428571428571,15.214285714285714
SEA,FAT,7.666666666666667,15.0
SEA,FCA,6.0,18.0
SEA,FLL,6.0,16.666666666666668
SEA,GEG,7.090909090909091,15.977272727272727
SEA,GTF,4.666666666666667,3.6666666666666665
SEA,HLN,3.5,12.0
SEA,HNL,9.533333333333333,19.8
SEA,IAD,6.875,18.375
SEA,IAH,9.071428571428571,17.357142857142858
SEA,ICT,5.0,12.5
SEA,IND,8.0,18.333333333333332
SEA,JAC,7.0,19.0
SEA,JFK,8.25,20.125
SEA,JNU,8.846153846153847,13.307692307692308
SEA,KOA,8.0,9.0
SEA,KTN,9.125,8.0
SEA,LAS,7.545454545454546,13.772727272727273
SEA,LAX,8.72972972972973,20.756756756756758
SEA,LGB,6.714285714285714,11.428571428571429
SEA,LIH,6.0,12.6
SEA,LWS,7.0,6.333333333333333
SEA,MCI,6.0,11.0
SEA,MCO,11.0,13.0
SEA,MDW,7.785714285714286,14.142857142857142
SEA,MFR,9.0,9.25
SEA,MKE,10.0,14.0
SEA,MSO,5.333333333333333,13.0
SEA,MSP,6.75,12.25
SEA,OAK,6.878048780487805,13.902439024390244
SEA,OGG,7.142857142857143,12.0
SEA,OKC,5.5,10.0
SEA,ONT,11.0,14.666666666666666
SEA,ORD,8.38888888888889,17.11111111111111
SEA,PDX,7.4603174603174605,13.0
SEA,PHL,8.666666666666666,17.666666666666668
SEA,PHX,7.041666666666667,10.291666666666666
SEA,PSC,7.333333333333333,14.380952380952381
SEA,PSP,7.923076923076923,11.538461538461538
SEA,PUW,5.571428571428571,8.142857142857142
SEA,RDM,5.904761904761905,14.380952380952381
SEA,RDU,7.666666666666667,18.666666666666668
SEA,RNO,7.285714285714286,11.571428571428571
SEA,SAN,7.65,17.1
SEA,SAT,6.333333333333333,9.666666666666666
SEA,SBP,8.0,11.0
SEA,SFO,8.471698113207546,17.39622641509434
SEA,SJC,7.194444444444445,12.0
SEA,SLC,7.071428571428571,19.357142857142858
SEA,SMF,7.611111111111111,12.38888888888889
SEA,SNA,9.0,13.72
SEA,STL,7.714285714285714,15.857142857142858
SEA,STS,6.8,8.2
